AccX,AccY,AccZ,GyroX,GyroY,GyroZ
9.54490127563477,-6.03784423828125,23.923999786377,2.9389431476593,2.7023024559021,2.97870874404907
7.83844985961914,-4.01195709228516,15.0646728515625,2.26596999168396,2.73173260688782,2.87877106666565
5.06172409057617,-2.96129196166992,8.47298034667969,1.70989644527435,2.28668427467346,2.87264490127563
2.28889022827148,-2.96698013305664,4.6461882019043,1.43501341342926,1.48334240913391,2.98988008499146
0.774788818359375,-3.42383010864258,3.14975006103516,1.45175838470459,0.566376328468323,3.12958860397339
0.852327575683594,-3.29869033813477,3.04781204223633,1.63301599025726,-0.256146013736725,3.17581748962402
1.97648986816406,-2.31194229125977,3.60435470581055,1.76901507377625,-0.79094523191452,3.07137537002563
3.50556015014648,-1.30438751220703,4.41911041259766,1.78927755355835,-0.970631420612335,2.8679986000061
4.81578552246094,-0.908311157226563,5.19629425048828,1.7525280714035,-0.799584567546844,2.61829829216003
6.05386093139648,-0.839753723144531,5.76990142822266,1.67572033405304,-0.328663647174835,2.31048679351807
6.99600173950195,-0.738713836669922,5.65898208618164,1.5017796754837,0.327315270900726,1.97524094581604
7.2953791809082,-0.809366912841797,4.43482772827148,1.2319655418396,0.98472136259079,1.63620889186859
6.81921936035156,-0.820294189453125,2.17557586669922,0.93319296836853,1.46299469470978,1.33220613002777
5.77828399658203,-0.641865234375,-0.242046661376953,0.710404098033905,1.63845789432526,1.04870593547821
4.88628890991211,-0.543819122314453,-2.14354248046875,0.610423684120178,1.54952585697174,0.765229523181915
4.20206176757813,-0.578995971679688,-3.40631652832031,0.621136486530304,1.31605243682861,0.483812481164932
3.75688751220703,-0.834364929199219,-4.04159545898438,0.740645587444305,1.01580822467804,0.243897080421448
3.32338897705078,-1.22999221801758,-4.01554962158203,0.918527185916901,0.759567081928253,0.0567330531775951
3.25064025878906,-1.42668319702148,-3.84071319580078,1.06220078468323,0.592803657054901,-0.128009364008904
3.59402618408203,-1.41740249633789,-4.00671798706055,1.12826550006866,0.41894319653511,-0.346470057964325
3.72066284179688,-1.4419514465332,-4.82761093139648,1.0013085603714,0.242565765976906,-0.56474781036377
3.9085221862793,-1.41216339111328,-6.05610626220703,0.678945481777191,0.0340690203011036,-0.861517131328583
4.6702880859375,-1.04946762084961,-6.69931869506836,0.214666232466698,-0.225645110011101,-1.24893522262573
5.11471389770508,-0.692909088134766,-6.9695068359375,-0.334335893392563,-0.48028752207756,-1.64533877372742
5.55225402832031,-1.11772567749023,-6.10206069946289,-0.826927483081818,-0.632451474666595,-1.99419236183167
5.89833435058594,-2.06899749755859,-3.39538925170898,-1.22084999084473,-0.62548702955246,-2.21750378608704
5.81450866699219,-3.09780807495117,-0.731379089355469,-1.5336446762085,-0.482522964477539,-2.3187518119812
5.86854629516602,-4.00881362915039,1.19541412353516,-1.69328713417053,-0.272646427154541,-2.33530068397522
5.95341979980469,-4.90784408569336,3.4869987487793,-1.58412885665894,-0.0647073537111282,-2.19109702110291
5.53039947509766,-5.56632476806641,6.24336685180664,-1.25158953666687,-0.00158537982497364,-1.89299321174622
5.93381057739258,-5.0249006652832,6.77027114868164,-0.979500532150269,-0.311309158802032,-1.6147369146347
7.21948699951172,-3.04975799560547,5.14614852905273,-1.03925657272339,-0.996638774871826,-1.6435980796814
9.27890441894531,0.313148803710938,4.38872360229492,-1.46044266223907,-1.85799908638,-1.91240286827087
10.9575137329102,2.835703125,6.06254287719727,-2.20763254165649,-2.59414792060852,-2.1942400932312
12.1152062988281,4.24532180786133,9.71015762329102,-3.14155697822571,-3.12662887573242,-2.35822343826294
13.4844090270996,4.1002734375,15.4626951599121,-3.96128439903259,-3.50565338134766,-2.37897801399231
16.715739440918,1.47084136962891,23.3797315979004,-4.16047620773315,-3.64422416687012,-2.27646589279175
20.4241278076172,-2.7975325012207,34.5972546386719,-3.25127553939819,-3.2660653591156,-1.95124697685242
21.560714263916,-5.9302180480957,45.8408235168457,-1.68789041042328,-2.23491144180298,-1.3544282913208
19.5252470397949,-5.68427947998047,47.6659780883789,-0.330071926116943,-1.40097367763519,-0.736531555652618
16.313376159668,-2.14324310302734,38.1101495361328,0.263351738452911,-1.06220841407776,-0.499797314405441
14.3054516601563,2.63991027832031,26.5429536437988,0.244723469018936,-0.93774801492691,-0.612343847751617
11.4978900146484,6.13080093383789,17.0767886352539,-0.156017035245895,-0.860109925270081,-0.955647647380829
8.25084228515625,7.81090713500977,10.031838684082,-0.760500013828278,-0.847160041332245,-1.35739374160767
4.45982574462891,8.07765243530273,4.91038879394531,-1.38574576377869,-0.927261531352997,-1.67717444896698
0.563727722167969,7.53503082275391,2.33379684448242,-1.85886597633362,-1.11495471000671,-1.87328398227692
-2.74753646850586,6.43032806396484,1.90838150024414,-2.06637835502625,-1.44611835479736,-1.92642068862915
-5.27428207397461,4.67911972045898,2.77088790893555,-2.02912902832031,-1.83807384967804,-1.83154582977295
-6.96396835327148,3.05364990234375,4.44515625,-1.79571413993835,-2.09700894355774,-1.56106162071228
-7.90311538696289,1.60047180175781,6.58600433349609,-1.42164278030396,-2.11825561523438,-1.17486786842346
-8.03214706420898,0.930914154052734,8.21821014404297,-1.12731337547302,-1.81155753135681,-0.814867377281189
-7.14898361206055,1.16457824707031,8.80948059082031,-0.924156010150909,-1.25521969795227,-0.510032653808594
