AccX,AccY,AccZ,GyroX,GyroY,GyroZ
12.3168370056152,2.03741317749023,6.94316162109375,1.10903191566467,3.11154532432556,-0.892793297767639
7.0220475769043,-0.0246986389160156,5.14989074707031,1.54867374897003,2.24029684066772,-0.423986703157425
4.0764729309082,-1.12251571655273,4.16389114379883,2.22718524932861,1.16933357715607,-0.0462212897837162
3.14436126708984,-1.61020156860352,3.59791809082031,2.90884971618652,0.259398818016052,0.176875442266464
3.47517333984375,-1.67801055908203,2.75277557373047,3.41616272926331,-0.346415996551514,0.235453799366951
3.99908386230469,-1.58370666503906,1.43566452026367,3.66691946983337,-0.642340838909149,0.180910661816597
4.06345001220703,-1.66992736816406,0.0534388732910156,3.64464235305786,-0.638421773910522,0.0897107124328613
3.78757369995117,-2.13081893920898,-1.23044128417969,3.36283612251282,-0.363284468650818,0.0316838920116425
3.1373258972168,-2.91503814697266,-2.49381408691406,2.90305781364441,0.0461267493665218,0.0101282680407166
2.059716796875,-3.73682922363281,-3.59597213745117,2.39400506019592,0.399802267551422,0.0347364097833633
0.7041357421875,-4.29382095336914,-4.49874481201172,1.92877900600433,0.529859304428101,0.0978639796376228
-0.291893005371094,-4.58092391967773,-5.22219039916992,1.56093943119049,0.405200749635696,0.122148811817169
-0.619561614990234,-4.60891571044922,-5.49312698364258,1.27325177192688,0.148204386234283,0.0719056129455566
-0.501157836914063,-4.61190948486328,-5.50824554443359,1.03669536113739,-0.208696484565735,-0.0327150709927082
-0.163310394287109,-4.91383163452148,-5.29463973999023,0.853028357028961,-0.538085281848907,-0.147121280431747
-0.0526904296875,-5.2976335144043,-4.49829574584961,0.750948548316956,-0.788389146327972,-0.222404837608337
-0.216150512695313,-5.66227523803711,-3.73338638305664,0.684344530105591,-1.00240552425385,-0.242578282952309
-0.577349395751953,-6.00566116333008,-3.78143646240234,0.524397730827332,-1.22501659393311,-0.163147643208504
-1.22714813232422,-6.22196136474609,-4.93269241333008,0.179282143712044,-1.51763641834259,0.0156862847507
-1.45063339233398,-6.1888801574707,-6.36057312011719,-0.331223726272583,-1.89655363559723,0.220153942704201
-0.599802703857422,-5.80911987304688,-7.18865112304688,-0.947472274303436,-2.23280763626099,0.361056208610535
1.12236602783203,-5.19958740234375,-6.83164352416992,-1.57114946842194,-2.42151117324829,0.430269628763199
2.92865982055664,-4.98059280395508,-5.32278121948242,-2.08082914352417,-2.45547437667847,0.455643683671951
4.64289505004883,-5.01636840820313,-2.9267138671875,-2.38649559020996,-2.3526074886322,0.443016856908798
6.30668518066406,-5.04810241699219,-0.401465148925781,-2.47854137420654,-2.09475255012512,0.382660567760468
7.36528381347656,-4.54200485229492,1.61574005126953,-2.39089941978455,-1.77572393417358,0.281463623046875
7.79279479980469,-3.1615754699707,1.72306686401367,-2.29534530639648,-1.77973997592926,0.305218756198883
8.37568267822266,-2.27886108398438,0.139958953857422,-2.32919764518738,-2.03013157844543,0.599823772907257
9.14613052368164,-1.01009948730469,-0.782722320556641,-2.54597234725952,-2.37193632125854,1.10746884346008
